UserId,MovieId,Rating
13,1587,3.0
13,1370,3.0
13,3036,3.0
13,480,4.0
13,648,3.0
13,421,5.0
13,2571,5.0
13,2628,3.0
13,316,3.0
13,3256,3.0
13,2105,3.0
13,459,3.0
13,1722,3.0
13,3175,3.0
13,593,5.0
13,368,2.0
13,527,5.0
13,1197,4.0
13,2028,4.0
13,3494,2.0
13,3418,3.0
14,3623,3.0
14,2762,5.0
14,3578,4.0
14,3081,4.0
14,2243,3.0
15,1625,4.0
15,2881,3.0
15,3408,4.0
15,1291,2.0
15,3461,4.0
15,500,4.0
15,1784,3.0
15,2617,1.0
15,2959,3.0
15,1500,3.0
15,3386,2.0
15,3566,2.0
15,6,4.0
15,2302,3.0
15,1645,3.0
15,3773,2.0
15,50,4.0
15,231,2.0
15,3174,4.0
15,2539,2.0
15,648,4.0
15,1422,4.0
15,2000,4.0
15,2424,3.0
15,2002,3.0
15,3717,3.0
15,1466,4.0
15,1615,3.0
15,788,3.0
15,2683,4.0
15,2273,3.0
15,2115,4.0
15,3005,4.0
15,2391,3.0
15,3623,3.0
15,3646,3.0
15,2490,4.0
15,3499,4.0
15,553,4.0
15,2841,4.0
16,2699,5.0
16,2568,1.0
16,2805,3.0
16,2975,5.0
16,3004,3.0
16,3016,2.0
16,2355,5.0
17,480,4.0
17,1127,4.0
17,1580,4.0
17,1301,5.0
17,3108,3.0
17,2662,5.0
17,2916,5.0
17,1284,5.0
17,2455,4.0
17,2116,4.0
17,2526,2.0
17,2668,2.0
17,1356,4.0
17,3703,5.0
17,590,4.0
17,2667,2.0
17,1210,4.0
17,2549,3.0
17,2287,4.0
17,741,5.0
17,2010,4.0
17,3417,5.0
17,2553,4.0
17,2660,4.0
17,1206,5.0
17,2288,4.0
17,1069,4.0
17,3713,4.0
17,34,5.0
17,3147,4.0
17,780,4.0
17,1376,5.0
17,3658,4.0
17,2985,5.0
17,1196,5.0
17,3334,3.0
17,198,4.0
17,3717,4.0
17,3006,4.0
17,2762,5.0
17,1729,4.0
17,1396,3.0
18,551,5.0
18,531,5.0
18,2391,1.0
18,1126,1.0
18,34,5.0
18,592,4.0
18,1499,1.0
18,3635,5.0
18,940,4.0
18,2006,3.0
18,493,3.0
18,648,4.0
18,838,4.0
18,163,5.0
18,2989,5.0
18,2573,4.0
18,1282,5.0
18,527,5.0
18,2139,5.0
18,2021,4.0
18,3398,5.0
18,232,4.0
18,2025,2.0
18,2014,2.0
18,1185,5.0
18,2739,5.0
18,2193,5.0
18,2115,5.0
18,29,3.0
18,3418,1.0
18,1215,5.0
18,2140,4.0
18,1918,3.0
18,1036,3.0
18,2348,3.0
18,1242,5.0
18,1617,5.0
18,2268,4.0
18,168,1.0
18,3448,4.0
18,2373,3.0
18,1721,4.0
18,588,5.0
18,2402,2.0
18,1805,4.0
18,2278,3.0
18,110,5.0
18,3639,5.0
18,1956,4.0
18,1962,5.0
18,902,5.0
18,2735,3.0
18,2001,3.0
18,1379,3.0
18,1246,5.0
18,1907,5.0
18,1544,3.0
18,3527,2.0
18,839,1.0
18,555,4.0
18,2167,4.0
19,2028,4.0
19,2647,2.0
19,594,3.0
19,3114,4.0
19,2640,3.0
19,2376,4.0
19,377,4.0
19,1210,4.0
19,457,3.0
19,3273,3.0
19,1644,3.0
19,2455,3.0
19,1982,5.0
19,2644,4.0
19,2959,5.0
19,1198,4.0
19,1356,5.0
19,1188,5.0
19,2717,5.0
19,3174,4.0
19,3213,3.0
19,1234,5.0
19,527,3.0
19,2367,2.0
19,3633,5.0
19,2064,3.0
19,2918,4.0
19,3264,4.0
19,2989,4.0
19,592,4.0
19,3208,3.0
19,3635,5.0
19,1608,3.0
19,330,4.0
19,2094,2.0
19,842,2.0
19,2085,4.0
19,2949,4.0
19,3889,3.0
19,1214,2.0
19,1573,4.0
19,3552,3.0
19,3928,2.0
19,1259,4.0
19,2502,4.0
19,1270,5.0
19,260,3.0
19,2991,5.0
19,2662,3.0
19,2355,5.0
19,2746,4.0
20,3527,4.0
20,1375,3.0
20,3578,5.0
20,70,4.0
20,2571,5.0
21,3053,1.0
21,2294,3.0
21,3268,3.0
21,1,3.0
22,2918,4.0
22,2717,3.0
22,1205,4.0
22,32,4.0
22,1552,2.0
22,608,5.0
22,81,4.0
22,2628,2.0
22,1876,1.0
22,2141,4.0
22,1385,2.0
22,648,2.0
22,2324,5.0
22,330,3.0
22,161,3.0
22,1034,4.0
22,1358,4.0
22,380,4.0
22,1265,4.0
22,3107,3.0
22,3016,3.0
22,542,3.0
22,1253,4.0
22,256,2.0
22,1036,4.0
22,208,2.0
22,780,3.0
22,2470,2.0
22,546,2.0
22,3017,3.0
22,163,3.0
22,2416,3.0
22,1625,3.0
22,1246,3.0
22,2423,3.0
22,1037,1.0
22,671,5.0
22,231,3.0
22,3826,1.0
22,1653,3.0
22,3438,2.0
22,2916,4.0
22,1597,3.0
22,2428,2.0
22,112,2.0
22,1606,3.0
22,3052,4.0
22,2263,3.0
22,833,2.0
22,1799,4.0
22,2003,3.0
22,2826,3.0
22,1247,4.0
22,587,2.0
22,377,1.0
22,318,5.0
22,333,3.0
22,95,4.0
22,2746,4.0
23,3618,3.0
23,2533,3.0
23,2952,2.0
23,125,3.0
23,60,3.0
23,2916,5.0
23,592,3.0
23,2511,3.0
23,788,3.0
23,2288,3.0
23,3175,3.0
23,2617,5.0
23,1179,3.0
23,196,4.0
23,235,3.0
23,1249,5.0
23,595,3.0
23,2599,4.0
23,3741,2.0
23,1265,5.0
23,904,3.0
23,161,2.0
23,2530,2.0
23,2454,4.0
23,720,4.0
23,187,3.0
23,431,3.0
23,2118,3.0
23,3702,1.0
23,1674,2.0
23,2455,4.0
23,162,2.0
23,2571,3.0
23,367,3.0
23,951,3.0
23,3786,4.0
23,1625,4.0
23,2411,2.0
23,2148,4.0
23,2643,1.0
23,541,5.0
23,1221,4.0
23,3435,4.0
23,866,4.0
23,2396,3.0
23,2289,4.0
23,2968,4.0
23,2699,2.0
23,3700,4.0
23,34,3.0
23,260,5.0
23,2160,4.0
23,2009,4.0
23,1958,4.0
23,2985,5.0
23,3507,3.0
23,2355,3.0
23,1784,3.0
23,1517,4.0
23,3265,5.0
23,16,4.0
24,2683,4.0
24,1721,3.0
24,2081,4.0
24,1270,4.0
24,608,5.0
24,1225,4.0
24,3424,4.0
24,261,4.0
24,593,5.0
24,648,3.0
24,597,4.0
24,1633,4.0
24,380,3.0
24,3254,4.0
24,296,5.0
24,3699,4.0
24,1965,3.0
24,3072,4.0
24,2918,4.0
24,2023,3.0
24,1247,4.0
24,592,4.0
24,2836,4.0
24,2001,3.0
24,1265,4.0
24,3081,4.0
24,1704,4.0
25,1129,4.0
25,1639,4.0
25,1210,5.0
25,1373,3.0
25,2094,3.0
25,2628,5.0
25,3717,4.0
25,1270,5.0
25,3793,4.0
25,1921,4.0
25,110,3.0
25,3753,5.0
25,2574,3.0
25,2501,5.0
25,3751,3.0
25,2712,4.0
25,1391,3.0
26,1101,4.0
26,539,2.0
26,3268,1.0
26,3156,5.0
26,499,5.0
26,2539,2.0
26,3248,2.0
26,380,3.0
26,1461,2.0
26,278,3.0
26,2137,3.0
26,1035,2.0
26,3206,4.0
26,104,2.0
26,3591,3.0
26,830,2.0
26,593,3.0
26,3422,3.0
26,3441,4.0
26,2724,3.0
26,2266,3.0
26,587,3.0
26,2795,2.0
26,1425,2.0
26,1586,4.0
26,592,3.0
26,3690,3.0
26,450,2.0
26,518,1.0
26,217,3.0
26,2881,3.0
26,1422,3.0
26,455,2.0
26,1457,4.0
26,1721,3.0
26,208,2.0
26,1370,3.0
26,2447,5.0
26,491,3.0
26,1073,3.0
26,2420,3.0
26,2716,2.0
26,2712,3.0
26,1020,3.0
26,356,5.0
26,1240,4.0
26,2403,3.0
26,3703,2.0
26,1917,4.0
26,736,3.0
26,3835,3.0
26,511,5.0
26,1625,3.0
26,3502,4.0
26,2014,3.0
26,276,3.0
26,1703,2.0
26,2404,3.0
26,463,3.0
26,1220,2.0
26,3809,3.0
26,2375,3.0
26,412,5.0
26,195,3.0
26,413,2.0
26,94,3.0
26,252,4.0
26,1597,2.0
26,248,2.0
26,1722,3.0
26,2916,4.0
26,261,2.0
26,1247,3.0
26,3501,3.0
26,429,1.0
26,1270,3.0
26,1291,3.0
26,1997,3.0
26,1084,4.0
26,3108,2.0
27,1217,4.0
27,858,5.0
27,2174,4.0
27,2858,5.0
27,1225,3.0
27,1248,5.0
27,2005,1.0
27,3469,5.0
27,1250,5.0
27,3037,4.0
27,1282,4.0
27,3683,5.0
27,1265,3.0
27,2003,2.0
28,1224,4.0
28,3471,3.0
28,1285,5.0
28,3334,4.0
28,1179,4.0
28,1387,4.0
28,1271,4.0
28,2550,4.0
28,1278,5.0
28,1214,5.0
28,2396,5.0
28,454,2.0
28,1210,5.0
28,899,3.0
28,1411,4.0
28,930,5.0
28,2797,3.0
28,1196,5.0
28,551,4.0
28,25,3.0
28,1097,3.0
29,457,3.0
29,1221,3.0
29,21,2.0
29,1291,3.0
29,1085,4.0
29,2550,3.0
29,2193,3.0
29,1287,5.0
29,3793,1.0
29,2661,4.0
29,1580,3.0
29,3405,5.0
29,1135,3.0
29,2527,5.0
29,610,4.0
29,1356,2.0
29,377,3.0
29,969,3.0
29,3370,3.0
29,3836,5.0
29,288,5.0
29,494,3.0
30,1216,4.0
30,2571,4.0
30,3072,3.0
30,3554,4.0
30,2762,4.0
30,3949,4.0
30,318,4.0
30,2858,4.0
30,2966,2.0
31,2300,5.0
31,3028,5.0
31,1580,4.0
31,1259,4.0
31,21,3.0
31,2078,4.0
31,1188,1.0
31,3450,3.0
31,1073,5.0
31,2371,5.0
31,961,4.0
31,3836,3.0
31,3088,5.0
31,3096,5.0
31,1125,5.0
31,2111,3.0
31,1270,5.0
31,934,3.0
31,440,4.0
31,3189,2.0
31,3516,4.0
31,2870,3.0
31,1958,3.0
31,3685,3.0
32,1343,3.0
32,32,5.0
32,3556,4.0
32,3787,4.0
32,28,3.0
32,589,4.0
32,551,3.0
32,1358,4.0
32,1617,3.0
32,2959,4.0
33,932,3.0
33,1207,5.0
33,2467,4.0
33,50,3.0
33,1674,5.0
33,2396,2.0
33,538,2.0
33,3599,3.0
33,3204,4.0
33,1374,4.0
33,2132,3.0
33,1101,4.0
33,2908,3.0
33,2951,3.0
33,953,4.0
33,1358,5.0
33,1267,3.0
33,1249,2.0
33,1339,5.0
33,1270,4.0
33,2406,3.0
33,1834,4.0
33,2791,4.0
33,678,5.0
33,733,2.0
33,1125,4.0
33,2278,3.0
33,2991,5.0
33,3683,2.0
33,2650,4.0
33,527,3.0
33,3551,3.0
33,2529,5.0
33,1240,4.0
33,908,5.0
33,971,3.0
33,3340,4.0
33,1079,5.0
33,2922,3.0
33,1269,4.0
33,1266,4.0
33,1019,4.0
33,858,5.0
33,1245,2.0
33,927,2.0
33,1953,4.0
33,2640,4.0
33,1265,3.0
33,1084,4.0
33,2344,3.0
33,3152,3.0
33,1259,5.0
33,3682,5.0
33,2176,3.0
33,1635,5.0
33,2762,4.0
33,1206,4.0
33,1227,3.0
33,2288,4.0
33,1210,5.0
33,3111,3.0
33,1294,3.0
33,16,3.0
33,1300,5.0
33,1350,3.0
33,1095,1.0
33,3451,3.0
33,3186,3.0
33,1393,2.0
33,3105,4.0
33,1247,3.0
33,1258,5.0
33,3635,4.0
33,230,3.0
33,1287,3.0
33,2797,3.0
33,480,5.0
33,1283,3.0
34,1079,4.0
34,2469,2.0
34,1441,4.0
34,2160,2.0
34,2795,5.0
34,3104,4.0
34,497,5.0
34,2671,5.0
34,3536,4.0
34,2915,4.0
34,1196,5.0
34,838,4.0
34,708,4.0
34,2378,3.0
34,1923,4.0
34,2108,1.0
34,1680,5.0
34,1500,4.0
34,3269,3.0
34,2379,3.0
34,3594,4.0
34,3087,4.0
34,2291,4.0
34,1100,4.0
34,1028,5.0
34,1207,4.0
34,3785,3.0
34,2710,5.0
34,2329,5.0
34,3597,2.0
34,222,4.0
34,1541,3.0
34,2791,5.0
35,2969,4.0
35,2863,4.0
35,3189,3.0
35,1300,4.0
35,3473,3.0
35,2303,5.0
35,863,2.0
35,2732,5.0
35,3852,4.0
35,904,4.0
35,2731,5.0
35,2186,3.0
35,1264,5.0
35,2239,4.0
35,1217,5.0
35,3347,3.0
35,58,3.0
35,3451,4.0
35,3681,4.0
35,1094,4.0
35,1251,4.0
35,2300,5.0
35,1136,5.0
35,3088,5.0
35,1643,3.0
35,39,4.0
35,2331,3.0
35,945,4.0
35,3700,4.0
35,910,4.0
35,2926,4.0
35,1247,5.0
35,803,3.0
35,1096,3.0
35,17,4.0
35,1393,3.0
35,155,3.0
35,3566,4.0
35,2396,5.0
35,36,3.0
36,380,4.0
36,3147,5.0
36,1544,3.0
36,2393,4.0
36,1201,4.0
36,1674,4.0
36,3196,4.0
36,3821,4.0
36,292,4.0
36,1960,5.0
36,1264,5.0
36,441,3.0
36,2915,4.0
36,1136,4.0
36,3039,4.0
36,2713,1.0
36,1249,5.0
36,1196,5.0
36,3525,4.0
36,47,5.0
36,1,5.0
36,2371,4.0
36,2155,4.0
36,1198,4.0
36,3174,4.0
36,2432,4.0
36,1250,5.0
36,247,4.0
36,3753,4.0
36,1963,5.0
36,1240,4.0
36,1449,4.0
36,2967,5.0
36,2540,4.0
36,3308,4.0
36,2640,4.0
36,1197,4.0
36,34,5.0
36,866,5.0
36,1172,5.0
36,1396,5.0
36,1968,4.0
36,593,5.0
36,3512,4.0
36,2797,4.0
36,3671,5.0
36,3505,5.0
36,2605,4.0
36,2762,5.0
36,1214,5.0
36,2916,4.0
36,2529,5.0
36,1135,4.0
36,551,4.0
36,1527,4.0
36,1372,2.0
36,852,4.0
36,2599,4.0
36,246,5.0
36,1307,4.0
36,1476,4.0
36,3114,5.0
36,2985,4.0
36,2702,4.0
36,1101,5.0
36,2145,5.0
36,1291,5.0
36,2012,3.0
36,3786,4.0
36,256,4.0
37,3399,4.0
37,356,4.0
37,920,5.0
37,1247,5.0
37,3565,4.0
37,236,4.0
37,1722,4.0
37,339,3.0
37,361,4.0
37,497,5.0
37,605,5.0
38,1479,3.0
38,543,3.0
38,1441,3.0
38,838,4.0
38,2485,3.0
38,1463,3.0
38,2581,4.0
38,141,3.0
38,2082,4.0
38,1088,4.0
38,1735,3.0
38,1704,5.0
38,3259,3.0
38,74,3.0
38,2724,3.0
38,47,4.0
38,2431,4.0
38,2572,4.0
38,1593,2.0
38,2336,4.0
39,2395,5.0
39,2712,3.0
39,2826,2.0
39,2676,3.0
39,2396,5.0
39,3114,5.0
39,3005,3.0
39,2502,5.0
39,2580,5.0
39,2908,3.0
39,3752,1.0
39,3157,2.0
40,2430,5.0
40,3836,3.0
40,2817,1.0
40,329,3.0
40,2054,2.0
40,2406,4.0
40,173,2.0
40,1254,4.0
40,2088,2.0
40,3196,4.0
40,1210,3.0
40,3269,2.0
40,2968,4.0
40,1927,4.0
40,1129,3.0
40,1208,4.0
40,592,2.0
40,1676,2.0
40,3062,4.0
41,2719,4.0
41,2762,5.0
41,1033,3.0
41,1644,1.0
41,1196,5.0
42,3104,4.0
42,172,4.0
42,3704,3.0
42,1924,1.0
42,2011,4.0
42,3698,3.0
42,2528,3.0
42,2116,4.0
42,1304,3.0
42,2948,4.0
42,750,4.0
42,3526,4.0
42,1377,3.0
42,2134,4.0
42,1356,4.0
42,2001,3.0
42,3780,3.0
42,3256,4.0
42,1653,3.0
42,1037,3.0
42,3448,3.0
42,2366,4.0
42,2105,5.0
42,3421,4.0
42,317,4.0
42,1124,3.0
42,435,3.0
42,1129,4.0
42,3702,5.0
42,1527,3.0
42,34,3.0
42,1376,4.0
42,2968,3.0
42,1876,4.0
42,1301,4.0
42,2393,4.0
42,1608,3.0
42,2986,4.0
42,6,4.0
42,2527,5.0
42,3471,5.0
42,1387,5.0
42,2997,4.0
42,3555,4.0
42,1214,5.0
42,3701,3.0
43,2712,3.0
43,830,4.0
43,1961,3.0
43,2961,4.0
43,1197,5.0
44,2399,4.0
44,3175,2.0
44,552,4.0
44,3412,2.0
44,2161,3.0
44,2080,5.0
44,2846,5.0
44,317,2.0
44,3928,4.0
44,3466,3.0
44,2657,2.0
44,1527,3.0
44,1193,4.0
44,1356,4.0
44,551,4.0
44,3927,5.0
44,2872,2.0
44,1772,4.0
44,1220,4.0
44,2471,3.0
44,2622,4.0
44,249,4.0
44,1079,3.0
44,2875,2.0
44,1580,3.0
44,3717,4.0
44,2407,4.0
44,953,5.0
44,920,3.0
44,2311,1.0
44,3168,5.0
44,2046,4.0
44,1339,4.0
44,3471,5.0
44,2918,4.0
44,151,4.0
44,1022,5.0
44,494,3.0
44,1396,4.0
45,34,1.0
45,1265,4.0
45,1701,2.0
45,3052,5.0
45,1541,3.0
45,3097,2.0
45,2375,2.0
45,3284,5.0
45,3614,3.0
45,305,2.0
45,2822,1.0
45,2622,3.0
45,915,5.0
45,3540,2.0
45,1914,1.0
45,357,5.0
45,1286,4.0
45,378,2.0
45,3004,1.0
45,1500,1.0
45,3448,2.0
45,468,3.0
45,2052,1.0
45,2598,2.0
45,2406,3.0
45,205,2.0
45,1014,4.0
45,633,2.0
45,469,1.0
45,235,3.0
45,2717,3.0
45,2266,5.0
45,2416,3.0
45,1171,1.0
45,2415,1.0
45,287,2.0
45,2144,3.0
45,2716,5.0
45,605,3.0
45,3684,4.0
45,728,4.0
45,355,2.0
45,2396,3.0
45,2417,2.0
45,3255,3.0
45,1380,3.0
45,914,4.0
45,852,2.0
45,905,4.0
45,252,2.0
45,2791,3.0
45,2316,2.0
45,1247,3.0
45,1188,4.0
45,46,5.0
45,2581,1.0
45,691,4.0
45,489,3.0
45,1296,1.0
46,2160,5.0
46,1977,5.0
46,1973,5.0
46,1975,5.0
46,2710,5.0
46,1102,1.0
46,1982,5.0
46,2523,1.0
47,34,4.0
47,58,3.0
47,1221,4.0
47,1949,4.0
48,648,3.0
48,2532,3.0
48,1220,4.0
48,2946,5.0
48,2762,4.0
48,2161,3.0
48,3175,3.0
48,429,2.0
48,2951,4.0
48,2968,3.0
48,1704,3.0
48,1797,4.0
48,934,3.0
48,3107,4.0
48,2706,2.0
48,1562,2.0
48,594,4.0
48,1017,3.0
48,3877,1.0
48,589,4.0
48,344,3.0
48,996,3.0
48,1777,3.0
48,2353,3.0
48,1379,3.0
48,1259,3.0
48,2005,3.0
48,104,3.0
48,376,3.0
48,3269,3.0
48,3479,3.0
48,1689,1.0
48,24,3.0
48,2334,3.0
48,196,2.0
48,520,3.0
48,3051,3.0
48,595,3.0
48,3654,3.0
48,1375,3.0
48,1307,3.0
48,597,3.0
48,2991,3.0
48,2404,2.0
48,1405,3.0
48,2860,2.0
48,10,4.0
48,1617,4.0
48,3095,4.0
48,1193,4.0
48,3527,3.0
48,3438,3.0
48,2530,3.0
48,360,2.0
48,2916,3.0
48,2046,3.0
48,3270,3.0
48,2427,3.0
48,2406,3.0
48,3483,3.0
48,513,3.0
48,1291,4.0
48,267,2.0
48,2989,3.0
48,542,3.0
48,2152,1.0
48,1485,3.0
48,2,3.0
48,453,3.0
48,1021,2.0
48,1104,4.0
48,2815,2.0
48,1359,2.0
48,2581,3.0
48,316,4.0
48,3255,3.0
48,3793,3.0
48,2571,5.0
48,266,4.0
48,2617,3.0
48,1608,3.0
48,2042,2.0
48,50,4.0
48,1090,3.0
48,524,2.0
48,1653,4.0
48,1221,4.0
48,1619,4.0
48,440,3.0
48,527,5.0
48,1198,5.0
48,2857,4.0
48,2021,3.0
48,1801,3.0
48,2058,3.0
48,2643,2.0
48,1036,4.0
48,3062,3.0
48,1674,3.0
48,2278,4.0
48,15,2.0
48,2759,3.0
48,379,2.0
48,1784,3.0
48,158,2.0
48,1376,3.0
48,3034,3.0
48,1944,4.0
48,1283,3.0
48,1035,3.0
48,165,2.0
48,2291,3.0
48,47,3.0
48,2174,3.0
48,3869,3.0
48,1274,4.0
48,2094,3.0
48,3418,2.0
48,1892,3.0
48,902,5.0
49,349,3.0
49,2947,4.0
49,2294,4.0
49,2194,3.0
49,1148,3.0
49,3793,3.0
49,159,5.0
49,2311,3.0
49,1252,5.0
49,1370,4.0
49,3741,4.0
49,89,4.0
49,3578,3.0
49,3740,3.0
49,380,4.0
49,3101,4.0
49,1952,4.0
49,1101,4.0
49,594,3.0
49,3751,4.0
49,1907,4.0
49,95,2.0
50,2007,3.0
50,2241,3.0
50,3616,2.0
50,3509,2.0
50,3512,3.0
50,2160,4.0
50,1544,3.0
50,3717,3.0
50,3751,3.0
51,1617,3.0
51,1923,4.0
51,2395,3.0
51,3286,3.0
51,3114,5.0
51,2294,4.0
51,3553,5.0
51,3821,1.0
52,93,1.0
52,511,5.0
52,376,3.0
52,474,4.0
52,1676,4.0
52,3252,4.0
52,3861,3.0
52,2699,3.0
52,780,4.0
52,2126,4.0
52,1608,4.0
52,1385,3.0
52,2858,5.0
52,3697,3.0
52,3107,4.0
52,353,5.0
53,2043,3.0
53,1225,5.0
53,3747,5.0
53,1357,4.0
53,3249,5.0
53,3203,3.0
53,2851,4.0
53,1261,5.0
53,50,5.0
53,1391,5.0
53,1206,5.0
53,3671,5.0
53,2100,5.0
53,2162,2.0
53,100,5.0
53,25,5.0
53,1991,4.0
53,1210,4.0
53,1627,3.0
53,175,1.0
53,3605,4.0
53,2005,5.0
53,3307,5.0
53,1177,5.0
53,610,3.0
53,3802,4.0
53,902,5.0
53,1201,5.0
53,2598,4.0
53,2919,5.0
53,590,4.0
53,1333,5.0
53,3156,2.0
53,2178,5.0
53,587,4.0
53,2950,3.0
53,963,5.0
53,356,5.0
53,2725,3.0
53,123,5.0
53,3477,3.0
53,247,5.0
53,2916,4.0
53,849,3.0
53,1271,5.0
53,2762,5.0
53,2174,5.0
53,493,4.0
53,368,4.0
53,1272,5.0
53,3863,3.0
53,783,3.0
53,1339,4.0
53,358,4.0
53,2580,5.0
53,1619,5.0
53,1701,4.0
53,594,5.0
53,1769,5.0
53,3342,5.0
53,1721,3.0
53,349,4.0
53,21,4.0
53,1173,3.0
53,3260,5.0
53,1625,5.0
53,1603,3.0
53,521,5.0
53,1861,3.0
53,2692,5.0
53,2094,4.0
53,382,3.0
53,319,5.0
53,1248,5.0
53,1088,4.0
53,2797,5.0
53,1352,3.0
53,1480,5.0
53,1334,4.0
53,1037,3.0
53,190,5.0
53,415,3.0
53,1779,4.0
53,3032,4.0
53,2710,5.0
53,454,3.0
53,1913,4.0
53,3175,5.0
53,1321,5.0
53,1687,5.0
53,1211,5.0
53,318,5.0
53,1805,3.0
53,1608,5.0
53,1244,5.0
53,2699,4.0
53,3926,4.0
53,1035,5.0
53,2447,3.0
53,456,5.0
53,1059,5.0
53,2349,5.0
53,1962,5.0
53,432,4.0
53,1342,2.0
53,1961,4.0
53,1057,5.0
53,3326,4.0
53,1258,5.0
53,1682,5.0
53,272,5.0
53,2402,3.0
53,1660,5.0
53,1476,4.0
53,316,4.0
53,188,5.0
53,35,5.0
53,2641,3.0
53,3424,5.0
